cc_alias	cc_id	language	lexeme	lexeme_id	status	comments 1	comments 2	comments 3
black-G	976	Welsh_N	DU	18451				
black-I	1343	English	blæk	5126				
black-I	1343	Old_English	blæc	21334				
black-J	1457	Ladin	MOR	25077			SS	ital. moro < lat. Maurus ‹Mauretanier›, allenfalls kontaminiert mit lat. Mōrus ‹Maulbeere›
black-N	2473	Portuguese_ST	ˈpɾetu	25080				
blood-B	189	Afrikaans	BLOED	215				
blood-B	189	Danish	b̥loð	4728				
blood-B	189	Dutch_List	blut	4928				
blood-B	189	English	blʌd	5127				
blood-B	189	Faroese	blɔuː	5327				
blood-B	189	Flemish	BLOED	5524				
blood-B	189	Frisian	blu.ət	6315				
blood-B	189	German	blu:t	6507				
blood-B	189	Gothic	blōþ	19929				
blood-B	189	Icelandic_ST	plouːθ	8271				
blood-B	189	Luxembourgish	Blutt	24141				
blood-B	189	Norwegian	BLOD	13164				
blood-B	189	Old_English	blōd	21335				
blood-B	189	Old_High_German	bluot	27892				
blood-B	189	Old_Norse	blóð	21581				
blood-B	189	Schwyzerdutsch	bluet	29019				
blood-B	189	Swedish	blu:d	16123				
blood-G	859	Catalan	saŋ	3943				
blood-G	859	French	sɑ̃	5721				
blood-G	859	Friulian	sanc	26177				
blood-G	859	Italian	'sangwe	8859				
blood-G	859	Ladin	SAUNG	9440				
blood-G	859	Latin	sanguis	20353				
blood-G	859	Portuguese_ST	ˈsɐ̃ɣɨ	12764				
blood-G	859	Provencal	SANG	12964				
blood-G	859	Romansh	saung	26384				
blood-G	859	Rumanian_List	ˈsɨnʤe	13362				
blood-G	859	Sardinian_C	SANGUINI	13952				
blood-G	859	Sardinian_N	SAMBEBE	14351				
blood-G	859	Spanish	'saŋɡɾe	15923				
blood-G	859	Walloon	SONG'	17860				
blood-H	977	Breton_ST	gwa:t	2963				
blood-H	977	Cornish	goes	19602				
blood-H	977	Welsh_N	GWAED	18452				
blood-I	1112	Latin	cruor	31060	EXCLUDE			
blood-I	1112	Old_Irish	crú	29476				
blood-M	1687	Irish_B	fˠɪlʲ	8664				
blood-M	1687	Old_Irish	fuil	28145				
blood-M	1687	Scots_Gaelic	fuil	23917				
blow-A	190	Catalan	bu'fa	3944			SS	wie sollen bl° und (s)bVff° zusammengehen?
blow-A	190	Danish	ˈb̥lεːsə	4729				
blow-A	190	Dutch_List	'blazə(n)	23582				
blow-A	190	English	bləʊ	5128				
blow-A	190	Faroese	BLASA	5328				
blow-A	190	French	sufle	5722				
blow-A	190	Friulian	soflâ	26178				
blow-A	190	Icelandic_ST	BLASA	8272				
blow-A	190	Italian	sof'fjare	8860				
blow-A	190	Ladin	SOFFLER	26577				
blow-A	190	Ladin	SBOFFER	9441				
blow-A	190	Ladin	BOFFER	23586				
blow-A	190	Latin	flāre	20354				
blow-A	190	Luxembourgish	blosen	24176				
blow-A	190	Norwegian	BLASE	13165				
blow-A	190	Old_High_German	blāsit	27893				
blow-A	190	Old_Norse	blása	21582				
blow-A	190	Portuguese_ST	suˈpɾaɾ	12765				
blow-A	190	Provencal	BOUFA	12965				
blow-A	190	Romansh	sufflar	26385				
blow-A	190	Romansh	buffar	26576				
blow-A	190	Rumanian_List	a sufla	13363				
blow-A	190	Sardinian_C	SULAI	13953				
blow-A	190	Sardinian_N	SURVARE	14352				
blow-A	190	Schwyzerdutsch	blaase	29020				
blow-A	190	Spanish	so'plaɾ	15924				
blow-A	190	Swedish	'blo:sa	16124				
blow-A	190	Walloon	SOFLER	17861				
blow-D	978	Breton_ST	'xwe:zã	2964				
blow-D	978	Cornish	whethy	19604				
blow-D	978	Cornish	hwytha	19603				
blow-D	978	Old_Irish	sétid	28146				
blow-D	978	Scots_Gaelic	sèid	23951				
blow-D	978	Welsh_N	GHWYTHU	18453				
blow-H	1662	Afrikaans	WAAI	216				
blow-H	1662	Dutch_List	'wayə(n)	4929				
blow-H	1662	Flemish	WAEIJEN	5525				
blow-H	1662	Frisian	WAEIJE	6316				
blow-H	1662	German	've:ən	6508				
blow-H	1662	Gothic	waiiþ	19930				
blow-H	1662	Old_English	wǣweþ	21336				
blow-H	1662	Old_High_German	wāit	27894				
bone-B	191	Afrikaans	BEEN	217				
bone-B	191	Danish	b̥en	4730				
bone-B	191	Dutch_List	ɣrat	27034				
bone-B	191	English	bəʊn	5129				
bone-B	191	Faroese	bain	5329				
bone-B	191	Flemish	BEEN	5526				
bone-B	191	Frisian	bi.ən	6317				
bone-B	191	German	das Bein	28976				
bone-B	191	Icelandic_ST	peiːn	8273				
bone-B	191	Norwegian	ben	13166				
bone-B	191	Old_English	bān	21337				
bone-B	191	Old_High_German	bein	27895				
bone-B	191	Old_Norse	bein	21583				
bone-B	191	Swedish	beːn	16125				
bone-D	519	Breton_ST	ˈaskɔrn	2965				
bone-D	519	Catalan	ɔs	3945				
bone-D	519	Cornish	askorn	19605				
bone-D	519	French	ɔs	5723				
bone-D	519	Friulian	vues	26179				
bone-D	519	Italian	'ɔsso	8861			SS	wohl retrograd aus Kollektiv, also quasi *ossum
bone-D	519	Ladin	OSS	9442				
bone-D	519	Latin	os	20355				
bone-D	519	Portuguese_ST	ˈosu	12766				
bone-D	519	Provencal	ɔs	12966				
bone-D	519	Romansh	oss, ies	26386				
bone-D	519	Rumanian_List	os	13364				
bone-D	519	Sardinian_C	OSSU	13954				
bone-D	519	Sardinian_N	OSSU	14353				
bone-D	519	Spanish	'weso	15925				
bone-D	519	Walloon	OHE	17862				
bone-D	519	Welsh_N	ASGWRN	18454				
bone-G	1440	German	'knɔxn̩	6509				
bone-G	1440	Schwyzerdutsch	chnoche	29021				
bone-I	1688	Irish_B	CHAIMH	8666				
bone-I	1688	Old_Irish	cnáim	28147				
bone-I	1688	Scots_Gaelic	cnàmh	23918				
breast-A	2209	French	mamɛl	23592				
breast-A	2209	Italian	mam'mɛlla	23590				
breast-A	2209	Latin	mamma	20356	EXCLUDE		SS	recte: mam(m)illa, also Demin. Von mamma-
breast-B	2210	Italian	'poppa	23589				
breast-C	2211	Cornish	brodn	19606				
breast-C	2211	Dutch_List	borst	28985				
breast-C	2211	English	breast	28984				
breast-C	2211	Faroese	brœst	26953				
breast-C	2211	German	Brust	28986				
breast-C	2211	Gothic	brusts	19931				
breast-C	2211	Gothic	brusts	23602				
breast-C	2211	Icelandic_ST	ˈb̥rjousd̥	26970				
breast-C	2211	Luxembourgish	Broscht	24167				
breast-C	2211	Norwegian	bryst	29466				
breast-C	2211	Old_English	brēost	21338				
breast-C	2211	Old_High_German	brust	27896				
breast-C	2211	Old_Irish	bruinne	29478				
breast-C	2211	Old_Norse	brjóst	21584				
breast-C	2211	Schwyzerdutsch	bruscht	29022				
breast-C	2211	Welsh_N	brɔn	26908				
breast-H	2216	French	sɛ̃	23591				
breast-H	2216	Latin	sinus	23604	EXCLUDE		SS	übertragen aus Bogen des Gewandes
breast-H	2216	Romansh	sain	26578				
breast-J	2240	Old_Irish	cích	28148				
breast-J	2240	Scots_Gaelic	cìoch	23943				
breast-M	3151	French	tetɔ̃	26125				
breast-M	3151	Italian	'tetta	26124			SS	wo sind hier dt. Titte un Kognate? Laut DWDS wahrscheinliche Entlehnungen aus dem Germ.
breast-M	3151	Rumanian_List	ƫâƫă	26122				
breast-M	3151	Spanish	teta	26123				
breast-Y	4015	Friulian	pet	26180				
breast-Y	4015	Latin	ˈpek.tus	27662				
breast-Y	4015	Romansh	pèz	26387				
breathe-A	192	Afrikaans	ASEMHAAL	218				
breathe-A	192	Dutch_List	'adəmə(n)	4931				
breathe-A	192	Flemish	ADEMEN	5527				
breathe-A	192	Frisian	AMJE, AZEMJE	6318				
breathe-A	192	German	'a:tmən	6510				
breathe-A	192	Luxembourgish	otmen	24177				
breathe-A	192	Old_High_German	ātumōt	27897				
breathe-L	2571	French	ʀɛspiʀe	5724				
breathe-L	2571	Friulian	respirâ	26181				
breathe-L	2571	Italian	respi'rare	8862				
breathe-L	2571	Ladin	RESPIRER	9443				
breathe-L	2571	Latin	spīrāre	20357				
breathe-L	2571	Portuguese_ST	ɾɨʃpiˈɾaɾ	12767				
breathe-L	2571	Provencal	RESPIRA	12967				
breathe-L	2571	Romansh	respirar	26388				
breathe-L	2571	Rumanian_List	a respira	13365				
breathe-L	2571	Sardinian_C	RESPIRAI	13955				
breathe-L	2571	Sardinian_N	SUSPIRARE	14354				
breathe-L	2571	Spanish	respi'ɾaɾ	15926				
breathe-L	2571	Walloon	RESPIRER	17863				
breathe-M	2572	Rumanian_List	A RASUFLA	25233				
breathe-N	2573	English	bri:ð	5130				
breathe-O	860	Breton_ST	ã'na:lat	2966				
breathe-O	860	Catalan	ələ'na	3946				
breathe-O	860	Cornish	anella	19607				
breathe-O	860	Danish	ˈʌnə	4731				
breathe-O	860	Faroese	ANDA	5330				
breathe-O	860	Gothic	*aniþ	19933				
breathe-O	860	Icelandic_ST	ˈanta	8274				
breathe-O	860	Irish_B	ANALAIM	8667				
breathe-O	860	Old_English	orþaþ	21339				
breathe-O	860	Old_English	ēþaþ	21340				
breathe-O	860	Old_Irish	do·beir anál	28149				
breathe-O	860	Old_Norse	o̜nd	21585				
breathe-O	860	Old_Norse	anda	21586				
breathe-O	860	Provencal	ALENA	25230			SS	sieht mir nach lat. anhelare mit Metathese aus, frz. haleine etc.
breathe-O	860	Scots_Gaelic	tarraing anail	23952				
breathe-O	860	Swedish	'andas	16126				
breathe-O	860	Welsh_N	ANADLU	18455				
burn-B	193	Afrikaans	AANBRAND	219				
burn-B	193	Danish	ˈb̥ʁanə	4732				
burn-B	193	Dutch_List	'brɑndə(n)	4932				
burn-B	193	English	bɜ:n	5131				
burn-B	193	Faroese	BRENNA	5331				
burn-B	193	Flemish	VERBRANDEN	5528				
burn-B	193	Frisian	'banə	6319				
burn-B	193	German	'brɛnən	6511				
burn-B	193	Gothic	brinniþ	19934				
burn-B	193	Icelandic_ST	BRENNA	8275				
burn-B	193	Luxembourgish	brennen	24250				
burn-B	193	Norwegian	BRENNE	13168				
burn-B	193	Old_English	birnþ	21341				
burn-B	193	Old_High_German	brinnit	27898				
burn-B	193	Old_Norse	brenna	21587				
burn-B	193	Schwyzerdutsch	(fer-)brönne	29024				
burn-B	193	Swedish	'brɛna	16127				
burn-G	979	Cornish	leski	19608				
burn-G	979	Old_Irish	loiscid / loscaid	28150				
burn-G	979	Scots_Gaelic	ɫ̪oʃɡ̊ʲ	24031				
burn-G	979	Welsh_N	LLOSGI	18456				
burn-H	1101	Breton_ST	'dɛ:vĩ	2967				
burn-H	1101	Cornish	tewy	19609				
burn-I	1389	Friulian	ardi	31645				
burn-I	1389	Italian	'ardere	8863			SS	brennen
burn-I	1389	Ladin	ARDER	9444				
burn-I	1389	Latin	ardēre	20358			SS	brennen
burn-I	1389	Portuguese_ST	ɐɾˈdeɾ	12768				
burn-I	1389	Romansh	arder	26389				
burn-I	1389	Rumanian_List	a arde	13366				
burn-I	1389	Spanish	ARDER	15927				
burn-L	2242	Catalan	krə'ma	3947				
burn-L	2242	Latin	cremāre	20359	EXCLUDE			
burn-L	2242	Spanish	ke'maɾ	27244			SS	unklar, vielleicht kontaminiert mit gr. kaima
burn-O	2477	Old_High_German	swellen	31505				
burn-Q	3152	French	bʀyle	5725			SS	alles zu burn-Q unklar! Zusammengehörigkeit der Formen kaum gegeben. bru- aus dem Frz. und bru- aus dem Ital. sind wohl zufällig.
burn-Q	3152	Friulian	brusâ	26182				
burn-Q	3152	Italian	bru'tʃare	26127				
burn-Q	3152	Ladin	BRUSCHER	26126				
burn-Q	3152	Provencal	BRULA	12968				
burn-Q	3152	Sardinian_C	ABRUZAI	13956				
burn-Q	3152	Sardinian_N	BRUJARE	14355				
burn-Q	3152	Walloon	BROULER	17864				
burn-T	3823	Irish_B	DOIGHIM	8668				
burn-U	3935	Latin	ūrō	31504				
child-A	194	Afrikaans	KIND	220				
child-A	194	Dutch_List	kɪnt	4933				
child-A	194	Flemish	KIND	5529				
child-A	194	Frisian	kin	6320				
child-A	194	German	kɪnt	6512				
child-A	194	Luxembourgish	Kand	24115				
child-A	194	Old_High_German	kind	27899				
child-A	194	Schwyzerdutsch	ching	29025				
child-G	861	Catalan	kriə'turə	3948				
child-G	861	Portuguese_ST	kɾiˈɐ̃sɐ	25247				
child-H	980	Breton_ST	'by:gɛl	2968				
child-J	1258	Catalan	nɔi	27077				
child-J	1258	Catalan	nɛn, niŋ	25245				
child-J	1258	Portuguese_ST	MENINO	12769				
child-J	1258	Spanish	'niɲo	15928				
child-K	1307	Danish	b̥ɑn	4733				
child-K	1307	Faroese	BARN	5332				
child-K	1307	Frisian	bɛ̃ːn	27216				
child-K	1307	Gothic	barn	19935				
child-K	1307	Icelandic_ST	ˈpartn, ˈpatn	8276				
child-K	1307	Norwegian	BARN	13169				
child-K	1307	Old_English	bearn	21343				
child-K	1307	Old_Norse	barn	21588				
child-K	1307	Swedish	bɑːrn	16128				
child-L	1390	French	ɑ̃fɑ̃	5726				
child-L	1390	Italian	fan'tʃullo	8864			SS	sehr sehr indirekt, i.e. über infante > fante > fanticello > fancello → fanciullo
child-L	1390	Ladin	INFAUNT	9445				
child-L	1390	Provencal	ENFANT	12969				
child-L	1390	Romansh	uffant	26390				
child-L	1390	Walloon	EFANT	17865				
child-M	1462	Latin	ˈpu.ɛr	20360				
child-R	2080	Sardinian_C	PIPPIU	13957				
child-R	2080	Sardinian_N	PITHTHINNEDDU	14356			SS	zu ital. piccino etc. quasi piccinello
child-T	2138	Welsh_N	'plent.ɨn	18457	LOAN	Latin		
child-U	2223	English	tʃaɪld	5132				
child-U	2223	Old_English	cild	21342				
child-V	2246	Irish_B	ˈlʲan̪ˠəw	8669				
child-V	2246	Old_Irish	lelap	28151				
child-V	2246	Scots_Gaelic	leanabh	23889				
child-W	2247	Irish_B	ˈpˠaːɕtʲɪ	26915	LOAN	French		
child-W	2247	Scots_Gaelic	pàiste	23890	LOAN	French		
cloud-B	195	Afrikaans	WOLK	221				
cloud-B	195	Dutch_List	wɔlk	4934				
cloud-B	195	Flemish	WOLK	5530				
cloud-B	195	Frisian	volk	6321				
cloud-B	195	German	'vɔlkə	6513				
cloud-B	195	Luxembourgish	Wollek	24240				
cloud-B	195	Old_English	wolcen	21344				
cloud-B	195	Old_High_German	wolcan	27901				
cloud-B	195	Schwyzerdutsch	wúuche	29026				
cloud-F	862	Catalan	'nußul	3949				
cloud-F	862	French	nyaʒ	5727				
cloud-F	862	Friulian	nûl	26184				
cloud-F	862	Italian	'nuvola, 'nube	8865				
cloud-F	862	Ladin	NUVLA	9446				
cloud-F	862	Latin	ˈnuːbeːs	20362				
cloud-F	862	Old_Irish	nél	28153				
cloud-F	862	Portuguese_ST	ˈnuvɐ̃j	12770				
cloud-F	862	Provencal	NIVO, NIEU	12970				
cloud-F	862	Romansh	nebla	31596			SS	sieht eher nach lat. nebula aus, das mit nubes bichts zu tun hat → cloud-?
cloud-F	862	Romansh	nivel	26391				
cloud-F	862	Rumanian_List	nor	13368				
cloud-F	862	Sardinian_C	NUI	13958				
cloud-F	862	Sardinian_N	NUGE	14357				
cloud-F	862	Spanish	'nuβe	15929				
cloud-F	862	Walloon	NULEYE	17866				
cloud-G	981	Breton_ST	'kũmul	2969				
cloud-G	981	Cornish	kommo(lenn)	19611				
cloud-G	981	Welsh_N	CWMWL	18458				
cloud-J	1308	Danish	sg̥ʰy	4734				
cloud-J	1308	Faroese	skʊdʒ	5333				
cloud-J	1308	Icelandic_ST	SKY	8277				
cloud-J	1308	Norwegian	sky	13170				
cloud-J	1308	Old_Norse	ský	21589				
cloud-J	1308	Swedish	ʃy:	16129				
cloud-L	1689	Irish_B	NEALL	8670				
cloud-L	1689	Scots_Gaelic	neul	24019				
cloud-R	2244	Swedish	mo:ln	24516				
cloud-T	2482	Scots_Gaelic	sgòth	24018				
cold-B	196	Afrikaans	KOUD	222				
cold-B	196	Danish	g̥ʰʌl	4735				
cold-B	196	Dutch_List	kɑut	4935				
cold-B	196	English	kəʊld	5134				
cold-B	196	Faroese	KALDUR	5334				
cold-B	196	Flemish	KOUD	5531				
cold-B	196	Frisian	kɔ:t	6322				
cold-B	196	German	kalt	6514				
cold-B	196	Gothic	kalds	19937				
cold-B	196	Icelandic_ST	ˈkʰaltʏr	8278				
cold-B	196	Luxembourgish	kal	24262				
cold-B	196	Norwegian	KALD	13171				
cold-B	196	Old_English	ceald	21345				
cold-B	196	Old_High_German	calt	27902				
cold-B	196	Old_Norse	kaldr	21590				
cold-B	196	Schwyzerdutsch	chaut	29027				
cold-B	196	Swedish	kal	16130				
cold-E	863	Catalan	fɾɛt, fret	3950				
cold-E	863	French	fʀwɑ	5728				
cold-E	863	Friulian	frêt	26185				
cold-E	863	Italian	'freddo	8866				
cold-E	863	Ladin	FRAID	9447				
cold-E	863	Latin	frigidus	20363				
cold-E	863	Portuguese_ST	ˈfɾiu	12771				
cold-E	863	Provencal	FRE, EJO	12971				
cold-E	863	Romansh	freid	26392				
cold-E	863	Sardinian_C	FRIRU	13959				
cold-E	863	Sardinian_N	FRITTU	14358				
cold-E	863	Spanish	'fɾio	15930				
cold-E	863	Walloon	FREUD	17867				
cold-F	982	Breton_ST	jẽ:n	2970				
cold-F	982	Cornish	yeyn	19612				
cold-I	1690	Irish_B	fˠuəɾˠ	8671				
cold-I	1690	Old_Irish	úar	28154				
cold-I	1690	Scots_Gaelic	fuər	24045				
cold-I	1690	Welsh_N	OER	18459				
cold-X	4042	Friulian	glaçât	31646				
cold-X	4042	Romansh	schelau, dschlà	31597				
come-B	197	Afrikaans	KOM	223				
come-B	197	Catalan	bə'ni	3951				
come-B	197	Danish	ˈg̥ʰʌmə	4736				
come-B	197	Dutch_List	'komə(n)	4936				
come-B	197	English	kʌm	5135				
come-B	197	Faroese	KOMA	5335				
come-B	197	Flemish	KOMEN	5532				
come-B	197	French	vəniʀ	5729				
come-B	197	Frisian	'komə	6323				
come-B	197	Friulian	vignî	26186				
come-B	197	German	'kɔmən	6515				
come-B	197	Gothic	qimiþ	19938				
come-B	197	Icelandic_ST	ˈkʰɔːma	8279				
come-B	197	Italian	ve'nire	8867				
come-B	197	Ladin	GNIR	9448				
come-B	197	Latin	weˈniːre	20364				
come-B	197	Luxembourgish	kommen	24201				
come-B	197	Norwegian	KOMME	13172				
come-B	197	Old_English	cymþ	21346				
come-B	197	Old_High_German	quimit	27903				
come-B	197	Old_Norse	koma	21591				
come-B	197	Portuguese_ST	viɾ	12772				
come-B	197	Provencal	VENI	12972				
come-B	197	Romansh	vegnir	26393				
come-B	197	Rumanian_List	a ve'ni	13370				
come-B	197	Sardinian_C	BENNI	13960				
come-B	197	Sardinian_N	BENNERE	14359				
come-B	197	Schwyzerdutsch	choo	29028				
come-B	197	Spanish	be'niɾ	15931				
come-B	197	Swedish	ˈkɔmːa	16131				
come-B	197	Walloon	V(I)NI	17868				
come-E	983	Breton_ST	dɔ̃nt	2971				
come-E	983	Cornish	do:z	19613				
come-E	983	Welsh_N	doːd	18460				
come-I	1691	Irish_B	t̪ˠaɾˠ	8672				
come-I	1691	Scots_Gaelic	hiɡ̊ʲ	23976				
count-A	198	Afrikaans	TEL	224				
count-A	198	Danish	ˈd̥ʰεlə	4737				
count-A	198	Dutch_List	tellə(n)	28975				
count-A	198	Faroese	TELJA	5336				
count-A	198	Flemish	TELLEN	5533				
count-A	198	Frisian	'tɛlə	6324				
count-A	198	German	't͜sɛ:lən	6516				
count-A	198	Icelandic_ST	TELJA	8280				
count-A	198	Luxembourgish	zielen	24218				
count-A	198	Norwegian	TELLE	13173				
count-A	198	Old_English	teleþ	21348				
count-A	198	Old_High_German	zelit	27904				
count-A	198	Old_Norse	telja	21592				
count-A	198	Schwyzerdutsch	zeue	29029				
count-D	864	Catalan	kum'ta	3952				
count-D	864	English	kaʊnt	5136	LOAN	French		
count-D	864	French	kɔ̃te	5730				
count-D	864	Friulian	contâ	26187				
count-D	864	Italian	kon'tare	8868				
count-D	864	Portuguese_ST	kõˈtaɾ	12773				
count-D	864	Provencal	COUMTA	12973				
count-D	864	Romansh	quintar	26394				
count-D	864	Sardinian_C	KONTAI	13961				
count-D	864	Sardinian_N	KONTARE	14360				
count-D	864	Spanish	kon'taɾ	15932				
count-D	864	Walloon	CONTER	24688				
count-E	984	Breton_ST	'kɔ̃ntã	2972	LOAN	French		
count-E	984	Cornish	akontya, comtya	19614	LOAN	French		
count-E	984	Scots_Gaelic	cùnnt	23993	LOAN	English/French		
count-J	1692	Gothic	garaþjiþ	19939				
count-J	1692	Irish_B	AIREA MHAIM	8673				
count-J	1692	Old_English	rīmþ	21347				
count-J	1692	Welsh_N	CYFRIF	18461				
count-N	2224	Cornish	nivera	19615	LOAN	Latin		
count-N	2224	Ladin	IN(N)UMBRER	23616				
count-N	2224	Latin	numerˈaːre	20365				
count-N	2224	Portuguese_ST	NUMERAR	23615				
count-N	2224	Rumanian_List	a număra	13371				
count-P	2294	Afrikaans	REKEN	24690				
count-P	2294	Dutch_List	'rekənə(n)	4937				
count-P	2294	Swedish	'rɛ:kna	16132				
cut-B	199	Afrikaans	SNY, SNOEI	225				
cut-B	199	Dutch_List	'snɛidə(n)	4938				
cut-B	199	Flemish	SNYDEN	5534				
cut-B	199	Frisian	'snɛiə	6325				
cut-B	199	German	'ʃna‿idn̩	6517				
cut-B	199	Luxembourgish	schneiden	24193				
cut-B	199	Old_English	snīþþ	21350				
cut-B	199	Old_High_German	snīdit	27905				
cut-B	199	Old_Norse	sníðr	21594				
cut-B	199	Schwyzerdutsch	schnide	29030				
cut-E	762	Danish	ˈsg̥ʰεːʌ	4738				
cut-E	762	Faroese	SKERA	5337				
cut-E	762	Icelandic_ST	ˈscɛːra	8281				
cut-E	762	Norwegian	SKJAERE	13174				
cut-E	762	Old_English	scirþ	21349				
cut-E	762	Old_Norse	skera	21593				
cut-E	762	Portuguese_ST	kuɾˈtaɾ	12774			SS	über lat. curtus;  Gehörigkeit zu cut-E wurzeletymologisch
cut-E	762	Spanish	koɾ'taɾ	15933			SS	über lat. curtus;  Gehörigkeit zu cut-E wurzeletymologisch
cut-E	762	Swedish	'sko:ra	16133				
cut-F	985	Breton_ST	'trɔ:ɣã	2973				
cut-F	985	Cornish	trochy	19616				
cut-H	1259	French	kupe	5731				
cut-H	1259	Provencal	COUPA	12974				
cut-H	1259	Walloon	COPER	17870				
cut-K	1693	Irish_B	GEARRU	8674				
cut-K	1693	Scots_Gaelic	ɡ̊ʲaːᵲ	23968				
cut-N	2140	Welsh_N	TORRI	18462				
cut-O	2225	Gothic	maitiþ	19940				
cut-O	2225	Old_High_German	meizan	28990				
cut-O	2225	Old_Norse	meitr	21595				
cut-P	2249	Latin	secat	20366				
cut-P	2249	Sardinian_C	SEGAI	13962				
cut-P	2249	Sardinian_N	SEKARE	14361				
cut-Q	2579	English	kʌt	5137				
cut-T	2583	Catalan	tə'ʎa	3953				
cut-T	2583	Friulian	taiâ	26188				
cut-T	2583	Italian	taʎ'ʎare	8869				
cut-T	2583	Ladin	TAGLIER	9450				
cut-T	2583	Romansh	tagliar	26395				
cut-T	2583	Rumanian_List	a tăia	13372				
cut-T	2583	Walloon	TEYI	25256				
day-B	200	Afrikaans	DAG	226				
day-B	200	Danish	dɛ	4739				
day-B	200	Dutch_List	dɑχ	4939				
day-B	200	English	deɪ	5138				
day-B	200	Faroese	ˈdɛavʊr	5338				
day-B	200	Flemish	DAG	5535				
day-B	200	Frisian	dai, dɛi	6326				
day-B	200	German	ta:k	6518				
day-B	200	Gothic	dags	19941				
day-B	200	Icelandic_ST	ˈtaːɣʏr	8282				
day-B	200	Luxembourgish	Dag	24259				
day-B	200	Norwegian	DAG	13175				
day-B	200	Old_English	dæg	21351				
day-B	200	Old_High_German	tag	27906				
day-B	200	Old_High_German	tag	27907				
day-B	200	Old_Norse	dagr	21596				
day-B	200	Schwyzerdutsch	taag	29031				
day-B	200	Swedish	dɑː(g)	16134				
day-C	375	Breton_ST	dɛj, dɛjs	2974				
day-C	375	Catalan	'diə	3954				
day-C	375	Cornish	dyth wyth	19617				
day-C	375	French	ʒuʀ	5732				
day-C	375	Friulian	dì	26189				
day-C	375	Italian	'dʒorno	8870				
day-C	375	Ladin	DI	9451				
day-C	375	Latin	ˈdɪ.eːs	20368				
day-C	375	Portuguese_ST	ˈdiɐ	12775				
day-C	375	Provencal	JOUR	12975				
day-C	375	Romansh	di	26396				
day-C	375	Rumanian_List	zi	13373				
day-C	375	Sardinian_C	DI	13963				
day-C	375	Sardinian_N	DIE	14362				
day-C	375	Spanish	'dia	15934				
day-C	375	Walloon	DJOU	17871				
day-C	375	Welsh_N	dɨːð, diːð	18463				
day-G	1694	Irish_B	l̪ˠaː	8675				
day-G	1694	Old_Irish	lae	28158				
day-G	1694	Scots_Gaelic	là	24042				
die-A	18	Breton_ST	'mɛrvɛl	2975				
die-A	18	Catalan	mu'ri	3955				
die-A	18	Cornish	murul	19622				
die-A	18	Cornish	mervel	19619				
die-A	18	French	muʀiʀ	5733				
die-A	18	Friulian	murî	26190				
die-A	18	Italian	mo'rire	8871				
die-A	18	Ladin	MORIR, SMURIR	9452				
die-A	18	Latin	moritur	20369				
die-A	18	Portuguese_ST	muˈʀeɾ	12776				
die-A	18	Provencal	MOURI	12976				
die-A	18	Romansh	murir	26397				
die-A	18	Rumanian_List	a muˈri	13374				
die-A	18	Sardinian_C	MORRI	13964				
die-A	18	Sardinian_N	MORRERE	14363				
die-A	18	Spanish	mo'ɾiɾ	15935				
die-A	18	Walloon	MORI	17872				
die-A	18	Welsh_N	MARW	18464				
die-B	201	Afrikaans	DOODGAAN	227				
die-B	201	Danish	do	4740				
die-B	201	English	daɪ	5139	LOAN	Norse		
die-B	201	Faroese	DOYGGJA	5339				
die-B	201	Frisian	dɪ.ə	6327				
